但,conjunction,but,1,1
但,conjunction,however,2,2
但,conjunction,yet,2,2
但,adverb,still,1,3
但,adverb,only,1,3
但,adverb,merely,1,3
在,preposition,in,1,1
在,preposition,at,1,1
在,verb,be,1,2
在,verb,exist,1,2
在,verb,remain,1,2
在,verb,dwell,1,2
在,verb,be alive,1,2
在,verb,belong to an organization,1,2
在,verb,be located somewhere,1,2
在,verb,depend,1,2
2014年,noun,2014,0,0
创造,verb,create,1,1
创造,verb,produce,2,2
创造,verb,bring about,2,2
创造,verb,frame,2,2
了,verb,know,1,1
了,verb,understand,1,1
了,verb,finish,1,1
了,verb,settle,1,1
了,verb,dispose of,1,1
了,verb,look afar from a high place,1,1
了,adjective,clear,1,1
了,auxiliary verb,paste tense marker,1,1
13,number,13,0,0
连胜,noun,streak,1,1
的,preposition,of,1,1
的,noun,aim,1,2
的,adverb,really and truly,1,2
的,particle,<possessive particle>,1,2
的,axiliary verb,ablative cause suffix,1,2
的,suffix,-self,1,2
李娜,noun,Li Na,0,0
还是,conjunction,or,1,1
还是,conjunction,still,1,1
还是,adverb,nevertheless,2,2
应该,auxiliary verb,should,1,1
应该,auxiliary verb,ought to,2,2
应该,verb,must,1,2
为,preposition,for,1,1
为,verb,be,1,2
为,verb,serve as,2,2
为,verb,act as,2,2
为,verb,beome,2,2
为,verb,mean,2,2
为,verb,make,2,2
为,conjunction,because of,1,2
自己,pronoun,oneself,1,1
自己,pronoun,self,1,1
自己,noun,self,1,1
出色,adjective,outstanding,1,1
出色,adjective,remarkable,2,2
表现,noun,performance,1,1
表现,noun,expression,2,2
表现,noun,manifestation,2,2
表现,noun,show,2,2
表现,noun,display,3,3
表现,noun,behavior,2,2
表现,noun,representation,2,2
表现,noun,exhibition,3,3
表现,verb,show,1,2
表现,verb,express,1,2
表现,verb,behave,1,2
表现,verb,acquit,2,3
表现,verb,comport,2,3
表现,verb,represent,2,3
表现,verb,display,2,3
表现,verb,manifest,2,3
表现,verb,show off,2,3
感到,verb,feel,1,1
感到,verb,sense,1,1
感到,verb,find,2,2
感到,verb,think tht,3,3
感到,verb,have the feeling that,3,3
感到,verb,move,3,3
感到,verb,affect,3,3
感到,verb,sensate,3,3
自豪 ,noun,pride,1,1
自豪 ,verb,pride,1,1
。,punctuation,.,1,1
然而,conjunction,however,1,1
然而,conjunction,but,2,2
然而,conjunction,yet,2,2
一向,adverb,constantly,1,1
一向,adverb,lately,1,1
一向,adverb,the whole time,1,1
一向,adverb,earlier on,1,1
老实,adjective,honest,1,1
老实,adjective,frank,2,2
老实,adjective,naive,3,3
老实,adjective,simple-minded,3,3
霍华德,noun,Howard,0,0
这次,adjective,current,1,1
这次,adjective,present,2,2
这次,adverb,specifically,1,2
可,verb,can,1,1
可,verb,may,1,1
可,verb,be able to,2,2
可,verb,suit,2,2
可,verb,be worth,2,2
可,verb,approve,2,2
可,conjunction,but,1,2
可,conjunction,yet,1,2
可,adverb,certainly,1,2
可,particle,<particle used for emphasis>,1,2
算是,auxiliary verb,be,1,1
言行不一,noun,words and deeds,1,1
特大,adjective,especially big,1,1
特大,adjective,most,2,2
城市,noun,city,1,1
城市,noun,town,2,2
更,adjective,more,1,1
更,adverb,more,1,1
更,adverb,even more,2,2
更,adverb,further,2,2
更,adverb,still,3,3
更,adverb,what is more,3,3
更,noun,change,1,3
更,verb,change,1,3
更,verb,replace,1,3
完备,adjective,complete,1,1
完备,adjective,perfect,2,2
基础,noun,basis,1,1
基础,noun,foundation,1,1
基础,noun,base,1,1
基础,noun,hard plan,2,2
基础,adjective,basal,1,2
设施,noun,facility,1,1
设施,noun,installation,2,2
和,conjunction,and,1,1
和,noun,sum,2,2
和,noun,summation,2,2
和,noun,peace,2,2
和,adverb,together,1,2
和,verb,mix,1,2
和,verb,blend,1,2
和,verb,draw,1,2
和,verb,tie,1,2
和,verb,chime in,1,2
和,verb,compose a poem in reply,1,2
和,verb,join in the singing,1,2
和,verb,wriet a poem in reply,1,2
和,adjective,harmonious,1,2
和,adjective,kind,1,2
大,adjective,large,1,1
大,adjective,big,1,1
大,adjective,great,2,2
大,adjective,heavy,3,3
大,adjective,major,2,2
大,adjective,bigger,2,2
大,adjective,wide,2,2
大,adjective,huge,2,2
大,adjective,strong,3,3
大,adjective,oldest,3,3
大,adjective,considerable,3,3
大,adjective,coarse,3,3
大,adjective,out,3,3
消费,noun,consumption,1,1
消费,verb,consume,1,2
市场,noun,market,1,1
市场,noun,mart,2,2
市场,noun,bazaar,2,2
将,verb,will,1,1
将,verb,would,2,2
将,verb,use,3,3
将,verb,get,3,3
将,verb,prod,3,3
将,verb,incite to action,3,3
将,auxiliary verb,shall,1,2
将,preposition,by,1,3
将,preposition,with,1,3
将,adjective,ready,1,3
将,adjective,prepared,1,3
将,noun,general,1,3
将,noun,check,1,3
冬奥会,noun,Winter Olympics,0,0
带来,verb,bring,1,1
好,adjective,good,1,1
好,adverb,well,1,2
好,adverb,OK,1,2
好,adverb,fine,2,3
好,adverb,okay,2,3
好,adverb,okey,2,3
好,adverb,okey dokey,2,3
好,verb,love,1,3
好,verb,like,1,3
效益,noun,benefit,1,1
效益,noun,beneficial result,2,2
天津,noun,Tianjin,0,0
八一,noun,Eighty-one,0,0
是,auxiliary verb,be,1,1
是,verb,be,1,1
是,verb,exist,2,2
是,adjective,right,1,2
是,adjective,correct,1,2
国内,adjective,domestic,1,1
国内,adjective,internal,2,2
两,adjective,both,1,1
两,adjective,either,2,2
两,adjective,some,2,2
两,pronoun,both,1,1
两,adverb,a few,1,2
两,noun,ounce,1,2
支,verb,support,1,1
支,verb,sustain,2,2
支,verb,raise,2,2
支,verb,bear,2,2
支,verb,put up,2,2
支,verb,draw money,2,2
支,verb,pay money,2,2
支,verb,protrud,2,2
支,verb,put off,2,2
支,verb,send away,2,2
支,noun,branch,1,1
支,noun,division,2,2
支,auxiliary verb,measure word for troops,1,1
特点,noun,feature,1,1
特点,noun,characteristic,1,1
特点,noun,trait,2,2
特点,noun,peculiarity,2,2
特点,noun,distinguishing feature,2,2
特点,noun,particularity,2,2
特点,noun,charateristical,2,2
鲜明,adjective,bright,1,1
队伍,noun,contingent,1,1
队伍,noun,troop,1,1
队伍,noun,rank,2,2
队伍,noun,procession,2,2
现在,adverb,now,1,1
现在,adverb,at present,2,3
现在,adverb,nowadays,2,3
现在,noun,now,1,1
现在,noun,nowadays,2,3
现在,adjective,present,1,2
现在,adjective,current,1,2
现在,adjective,modern,2,3
还,adverb,also,1,1
还,adverb,still,2,2
还,adverb,yet,2,2
还,adverb,not yet,3,3
还,adverb,in addition,3,3
还,adverb,else,3,3
还,adverb,more,3,3
还,verb,return,1,3
还,verb,pay back,1,3
还,adjective,any more,1,3
不,adverb,not yet,1,1
不,adjective,no,1,2
不,noun,no,1,2
不,prefix,non-,1,2
不,prefix,a-,2,3
不,prefix,il-,2,3
不,prefix,im-,2,3
不,prefix,in-,2,3
不,prefix,ir-,2,3
不,prefix,un-,2,3
确定,verb,determine,1,1
确定,verb,define,2,2
确定,verb,fix,3,3
确定,adjective,certain,1,2
确定,adjective,fixed,2,3
确定,adjective,definite,2,3
需要,noun,need,1,1
需要,noun,want,2,2
需要,noun,demand,3,3
需要,noun,requirement,3,3
需要,noun,demands,3,3
需要,verb,need,1,1
需要,verb,demand,3,3
需要,verb,want,2,2
需要,adjective,required,1,2
回国,verb,returning,1,1
之后,preposition,after,1,1
之后,adjective,later,1,2
之后,adjective,following,1,2
之后,adverb,afterwards,1,2
之后,adverb,afterward,2,3
再,adverb,agin,1,1
再,adverb,once again,2,3
再,adverb,once more,2,3
再,adverb,anew,2,3
再,adjective,another,1,2
再,adjective,any more,2,3
再,pronoun,another,1,2
再,adjective,second,2,3
再,verb,return,1,3
做,verb,domestic,1,1
做,verb,make,2,2
做,verb,be,2,2
做,verb,act,3,3
做,verb,become,3,3
做,verb,prepared,3,3
做,verb,make out,3,3
做,verb,be used as,3,3
做,verb,hold a family celebration,3,3
做,verb,perpetrate,3,3
做,verb,produce,3,3
做,verb,compos,3,3
做,verb,form a relationship,3,3
做,verb,manufacture,3,3
决定,verb,decide,1,1
决定,verb,determine,1,1
决定,verb,make up one's mind,2,2
决定,verb,resolve,2,2
决定,verb,condition,2,2
由,preposition,due to,1,1
由,preposition,because of,2,2
由,preposition,as a result of,2,2
由,preposition,owing to,2,2
由,preposition,thanks to,2,2
背,noun,rear,1,1
背,noun,back of body,2,2
背,noun,back of object,2,2
背,verb,bear,1,2
背,verb,violate,1,2
背,verb,shoulder,1,2
背,verb,learn by heart,1,2
背,verb,carry on back,1,2
背,verb,hide,1,2
伤,noun,wound,1,1
伤,noun,injure,2,1
伤,verb,hurt,1,1
伤,verb,be harmful,2,2
伤,verb,be distressed,2,2
伤,verb,hinder,2,2
伤,verb,get sick of,2,2
复发,noun,relapse,1,1
复发,noun,recrudescence,3,2
复发,verb,recur,1,1
复发,noun,recrudesce,2,2
复发,verb,resume,3,3
俄罗斯,noun,Russia,1,1
花,noun,flower,1,1
花,noun,blossom,2,2
花,noun,bloom,3,3
花,noun,inflorescence,3,3
花,noun,fancy pattern,3,3
花,verb,spend,1,1
花,verb,expend,2,3
花,adjective,flowery,1,3
花,adjective,multicolored,1,3
传奇人物,noun,legend,1,1
普鲁申科,noun,Plushenko,1,1
男单,noun,singles,1,1
短,noun,short,1,1
短,noun,weak point,2,3
短,noun,fault,2,3
短,noun,lack,2,3
短,noun,fine,2,3
短,adjective,short,1,1
短,adjective,brief,2,2
短,verb,owe,1,3
短,verb,lack,1,3
短,adverb,close,1,3
节目,noun,program,1,1
节目,noun,show,2,2
节目,noun,item,3,3
热身,noun,warm-up,1,1
时,noun,time,1,1
时,noun,hour,2,2
时,noun,times,2,2
时,noun,tense,2,2
时,noun,fixed time,2,2
时,noun,season,2,2
时,noun,chance ,2,2
时,noun,opportunity,2,2
时,adverb,occaisionally,1,2
临时,adjective,temporary,1,1
临时,adjective,provisional,1,1
临时,adjective,interim,2,2
临时,adjective,snap,3,3
临时,adverb,temporarily,1,2
临时,adverb,impromptu,2,3
临时,adverb,in a happy-hour,2,3
退,verb,retreat,1,1
退,verb,withdraw,1,1
退,verb,recede,2,2
退,verb,move back,2,2
退,verb,refund,1,1
退,verb,return,1,1
退,verb,quit ,2,2
退,verb,cancel,2,2
退,verb,ebb,2,2
退,verb,break off,2,2
赛,noun,game,1,1
赛,noun,match,1,1
赛,noun,competition,1,1
赛,noun,contest,1,1
赛,verb,compete,1,2
赛后,adverb?,after the game,1,1
技术,noun,technology,1,1
技术,noun,technique,2,2
技术,noun,skill,3,3
技术,adjective,technical,1,1
统计,noun,statistics,1,1
统计,adjective,statistical,1,1
统计,verb,count,1,2
统计,verb,add up,1,2
显示,noun,display,1,1
显示,verb,display,1,1
显示,verb,show,2,2
显示,verb,demonstrate,3,3
显示,verb,illustrate,3,3
该队,noun,the team,1,1
此役,noun,the campaign,1,1
输,verb,lose,1,1
输,verb,transport,2,2
输,verb,supply,3,3
输,verb,furnish,3,3
输,verb,convey,3,3
输,verb,bring,3,3
输,verb,remove,3,3
输,noun,transport,1,2
输,noun,transportation,1,2
输,noun,conveyance,2,3
输,noun,transfusion,1,2
输,noun,loss,2,3
输,noun,delivery,2,3
输,noun,supply,2,3
进攻,noun,attack,1,1
进攻,noun,onslaught,3,3
进攻,noun,onset,3,3
进攻,noun,offensive,1,1
进攻,noun,assault,2,2
进攻,noun,swoop,1,1
进攻,noun,bash,1,1
效率,noun,efficiency,1,1
太,adverb,too,1,1
太,adverb,very,2,2
太,adjective,most senior,1,3
太,adjective,highest,1,3
太,adjective,more senior,1,3
低,adjective,low,1,1
低,preposition,beneath,1,2
低,verb,hang down,1,2
低,verb,incline,1,2
低,verb,lower one's head,1,2
他,pronoun,he,1,1
他,pronoun,him,1,1
他,noun,hillside,1,2
希望,verb,hope,1,1
希望,verb,wish,2,2
希望,verb,expect,2,2
下月,noun ,next month,1,1
波兰,noun,Poland,1,1
举行,verb,hold,1,1
世锦赛,noun,world championships,1,1
上,preposition,on,1,1
上,preposition,above,2,2
上,preposition,on top of,3,3
上,preposition,upon,3,3
上,adjective,upper,1,2
上,adjective,last,1,2
上,adjective,previous,2,3
上,adverb,up,1,3
上,verb,go up,1,3
以,preposition,with,1,1
以,preposition,by,1,1
以,preposition,according to,2,2
以,preposition,in order to,1,2
以,conjunction,so as to,1,1
以,conjunction,because of,2,2
以,verb,use,1,2
同样,pronoun,same,1,1
同样,adjective,equal,1,2
同样,noun,equivalent,1,3
战术,adjective,tactical,1,1
卫冕,verb,defend the championship,1,1
因为,conjunction,because,1,1
因为,conjunction,since,2,2
因为,conjunction,for,2,2
因为,conjunction,that,2,2
因为,preposition,owing to,1,2
因为,preposition,on account of ,1,2
有,verb,have,1,1
有,verb,be,2,2
有,verb,exist,3,3
过,verb,live,2,2
过,verb,cross,1,1
过,verb,pass ,2,2
过,verb,tick,2,2
法网,noun,French Open,1,1
夺冠,verb,win,1,1
夺冠,verb,take the crown,1,1
经历,noun,experience,1,1
经历,noun,skill,3,3
经历,verb,experience,1,1
经历,verb,go through,2,2
经历,verb,undergo,2,2
所以,conjunction,so,1,1
所以,conjunction,therefore,1,2
所以,conjunction,thus,1,2
所以,conjunction,as a result of,1,3
我,pronoun,I,1,1
我,pronoun,me,2,2
我,pronoun,myself,2,2
更加,adjective,more,1,1
更加,adverb,more,1,1
更加,adverb,even more,2,2
更加,adverb,what's more,3,3
喜欢,verb,like,1,1
喜欢,verb,love,2,2
锦上添花,noun,icing on the cake,1,1
人,noun,people,1,1
人,noun,person,1,1
人,noun,man,2,2
人,noun,human being,3,3
人,noun,personality,3,3
要,verb,wish,2,2
要,verb,desire,3,3
要,verb,must,2,2
要,verb,want,1,1
要,verb,ask,3,3
要,verb,demand,3,3
要,verb,request,3,3
要,verb,force,3,3
要,adjective,important,1,3
要,adjective,vital,1,3
要,conjunction,if,1,3
坚定,adjective,firm,1,1
坚定,adjective,steady,2,2
坚定,adjective,staunch,2,2
梦想,noun,dream,1,1
梦想,verb,dream,1,1
梦想,adjective,pie in the sky,1,2
哪怕,adjective,even,1,1
离,preposition,from,1,1
离,preposition,off ,2,2
离,preposition,without,3,3
离,adverb,away,1,2
离,verb,leave,1,2
离,verb,trample,2,3
离,verb,go off,2,3
离,adjective,distant,1,3
得,verb,to have,1,1
得,verb,get,1,1
得,verb,obtain,1,1
得,verb,must ,1,1
得,verb,need,1,1
得,verb,gain,1,1
得,verb,permit,2,2
得,verb,allow,2,2
得,adjective,finished,1,2
得,adjective,proud,1,2
得,adjective,proper,1,2
得,adjective,ready,1,2
得,adjective,suitable,1,2
得,auxiliary verb,ought to,1,2
得,particle,<particle showing degree>,1,2
得,particle,<particle showing responsibility>,1,2
很,adverb,very,1,1
很,adverb,quite,2,2
很,adverb,spanking,2,2
很,adverb,strongly,2,2
很,adverb,bitterly,2,2
远,adjective,far,1,1
远,adjective,distant,2,2
远,adverb,away,1,1
远,adverb,far away,2,2
远,verb,flee,1,3
远,verb,avoid,1,3
妈妈,noun,mom,1,1
都,adjective,all ,1,1
都,adjective,both,2,2
都,noun,capital,1,3
都,noun,metropolis,1,3
都,noun,big city,1,3
都,adverb,entirely,1,3
聊,verb,chat,1,1
聊,verb,kill time,2,3
聊,adverb,just,1,2
聊,adverb,merely,2,3
聊,adverb,a little,2,3
聊,adverb,slightly,2,3
些,adjective,some,1,1
些,adjective,few,2,2
些,adjective,several,2,2
什么,adjective,what  ,1,1
小,adjective,small,1,1
小,adjective,little,1,1
小,adjective,tiny,2,2
小,adjective,young,2,2
小,adjective,few,3,3
小,adjective,tabloid,3,3
小,adjective,bitty,3,3
球员们,noun,players,1,1
用,noun,use,1,1
用,noun,usefulness,2,2
用,noun,need,2,2
用,noun,expenses,2,2
用,noun,outlay,2,2
用,verb,use,1,1
用,verb,apply,2,2
用,verb,take  ,2,2
用,verb,eat,2,2
出国,verb,to go abroad,1,1
比赛,noun,game,1,1
比赛,noun,match,1,1
比赛,noun,competition,1,1
比赛,noun,contest,2,2
比赛,noun,tournament,2,2
比赛,noun,play  ,2,2
就,preposition,on,1,1
就,preposition,concerning,2,3
就,adverb,then,1,2
就,adverb,with regard,2,3
就,adverb,already,2,3
就,adverb,only,2,3
就,adverb,at once,2,3
就,adverb,right away,2,3
就,adverb,right off,2,3
就,conjunction,that,1,2
就,conjunction,as soon as,2,3
就,conjunction,as early as,2,3
就,verb,undertake,1,3
就,verb,move towards,1,3
就,verb,approach,1,3
就,verb,enter,1,3
可以,verb,can,1,1
可以,verb,may,2,2
可以,verb,be able to,2,2
可以,adjective,possible,1,2
得到,verb,get,1,1
得到,verb,obtain,2,2
得到,verb,receive,2,2
锻炼,noun,exercise,1,1
锻炼,noun,workout,1,1
锻炼,noun,forging,2,3
锻炼,verb,exercise,1,1
锻炼,verb,temper,2,2
锻炼,verb,anneal,3,3
锻炼,verb,take exercise,3,3
锻炼,verb,school,3,3
锻炼,verb,do physical training,3,3
赛季,noun,season,1,1
前,adverb,before,1,1
前,adverb,in front,2,2
前,adverb,ago,1,1
前,adverb,forward,2,2
前,adverb,earlier on,3,3
前,noun,front,1,2
前,adjective,former,1,2
前,adjective,one-time,2,3
前,adjective,previous,1,2
前,adjective,preceding,1,2
前,verb,proceed,1,3
前,preposition,ere,1,3
半,noun,half,1,1
半,prefix,semi-,1,1
半,adverb,halfway,1,2
半,adverb,partly,2,3
半,adverb,about half,2,3
半,adverb,in the middle,2,3
段,noun,segment,1,1
段,noun,section,1,1
段,noun,paragraph,1,1
段,noun,part,2,2
段,noun,passage,2,2
段,noun,dan,2,2
我们,pronoun,we,1,1
我们,pronoun,us,1,1
我们,pronoun,ourselves,2,2
发挥,verb,exert,1,1
发挥,verb,bring into play,2,2
发挥,verb,unleash,2,2
发挥,verb,bring to bear,2,2
发挥,noun,exertion,1,2
发挥,noun,eduction,1,2
不错,adjective,pretty good,1,1
不错,adjective,not bad,1,1
不错,adjective,right,1,1
不错,adjective,correct,2,2
不错,adverb,orderly,1,2
只可惜,adverb,unfortunately,1,1
后,adverb,after,1,1
后,adverb,later,2,2
后,adverb,afterwards,3,3
后,adverb,afterward ,3,3
后,noun,rear,1,2
后,noun,behind,2,3
后,noun,back,1,2
后,noun,queen,2,3
后,noun,empress,2,3
后,noun,offspring,2,3
后,adjective,hind,1,3
后,adjective,hinder,1,3
后劲,noun,stamina,1,1
后劲,noun,aftershock,2,2
后劲,noun,after-effect,2,2
不足,adjective,insufficient,1,1
不足,adjective,inadequate,2,2
不足,adjective,short,2,2
不足,adjective,lacking,3,3
不足,adjective,not worth,3,3
不足,noun,shortage,1,2
不足,noun,deficiency,1,2
不足,noun,scarcity,2,3
不足,noun,insignificance,2,3
不足,noun,insignificancy,2,3
不足,adverb,not enough,1,2
不足,auxiliary verb,cannot,1,3
正,adjective,positive,1,1
正,adjective,correct,2,3
正,adjective,main,2,3
正,adverb,just,1,2
正,adverb,straight,2,3
正,adverb,upright,2,3
正,verb,correct,1,3
正,noun,Chinese first month of year,1,3
这个,pronoun,this,1,1
变化,verb,change,1,1
变化,verb,vary,2,2
变化,noun,diversification,1,3
蓝军,noun,blue army,0,0
带来,verb,bring,1,1
一,article,a,1,1
一,article,one  ,1,1
一,adjective,single,1,2
场,noun,field,1,1
场,noun,scene,2,2
场,noun,place,2,2
场,noun,stage,2,2
场,noun,open space,2,2
场,noun,courtyard,2,2
宝贵,adjective,valuable,1,1
宝贵,adjective,precious,1,1
宝贵,verb,treasure,1,2
宝贵,verb,prize,1,2
宝贵,verb,value,1,2
宝贵,verb,esteem,1,2
宝贵,verb,regard,1,2
宝贵,verb,rate highly,1,2
宝贵,verb,set store,1,2
宝贵,verb,set a high value on,1,2
胜利,noun,victory,1,1
胜利,noun,triumph,2,2
胜利,noun,winning,2,2
胜利,adverb,successfully,1,2
胜利,verb,conquer,1,3
胜利,verb,carry on,1,3
对,preposition,to,1,1
对,preposition,at  ,2,3
对,noun,pair,1,2
对,noun,correct answer,2,3
对,adjective,right,1,2
对,adjective,receiving,2,3
对,particle,yes,1,3
对,verb,be opposite,1,3
对,verb,oppose,1,3
对,verb,answer,1,3
对,verb,reply,1,3
对,verb,face,1,3
对,verb,front,1,3
对,adverb,orderly,1,3
这些,pronoun,these,1,1
对手,noun,opponent,1,1
对手,noun,adversary,2,2
对手,noun,antagonist,3,3
对手,noun,rival,2,2
对手,noun,competitor,2,2
对手,noun,match,2,2
对手,noun,partner,3,3
对手,noun,mate,3,3
对手,noun,equal,3,3
中国,noun,China,0,0
小伙们,noun,guys?,1,1
热情,noun,enthusiasm,1,1
热情,noun,zeal,2,2
热情,noun,ardor,3,3
热情,noun,warmth,2,2
热情,noun,fervor,2,2
热情,adjective,warm ,1,1
热情,adjective,enthusiastic,2,2
热情,adjective,fervent,3,3
热情,adjective,enthusiastical,3,3
热情,adjective,warm-hearted,3,3
由于,preposition,since,1,1
由于,preposition,because of,2,2
滑,noun,slip,1,1
滑,noun,slide,1,1
滑,noun,cunning,2,3
滑,verb,slip,1,1
滑,verb,slide,1,1
滑,adjective,slippery,1,1
滑,adjective,smooth,2,2
滑,adjective,comical,3,3
滑,adjective,crafty,3,3
自豪,noun,pride,1,1
自豪,verb,pride,1,1
正是,adverb,precisely,1,1
蓝,noun,blue,1,1
蓝,noun,blueness,2,2
蓝,adjective,blue,1,1
军,adjective,military,1,1
军,noun,army,1,1
军,noun,troops,2,2
只,adverb,only,1,1
只,adverb,exclusively,3,3
只,adverb,just,2,2
只,adverb,merely,2,2
只,adverb,exclusive,3,3
只,conjunction,but,1,3
只,adjective,merely,1,3
只,adjective,single,1,3
只,noun,one of a pair,1,3
可惜,adverb,unfortunately,1,1
可惜,phrase,it's too bad,1,2
可惜,phrase,it's a pity,1,2
后半段,phrase,after half,1,1
手,noun,hand,1,1
手,noun,clutch,2,2
手,verb,hold,1,2
手,verb,have in one's hand,1,2
手,adjective,handy,1,2
小伙,noun,guy,1,1
们,pronoun,they,1,1
们,pronoun,they,1,1
小球员,noun,small players,1,1
不用,auxiliary verb,need not,1,1
